"","ID","Block","genotype","antibiotics","exposure","Condition","time","outcome"
"548","4_Pink_plus_antibiotics_disease",4,"Pink","plus_antibiotics","disease","H",45,0
"549","4_Purple_plus_antibiotics_disease",4,"Purple","plus_antibiotics","disease","H",45,0
"550","4_Red_plus_antibiotics_disease",4,"Red","plus_antibiotics","disease","H",45,0
"551","4_Yellow_plus_antibiotics_disease",4,"Yellow","plus_antibiotics","disease","WBD",45,0
"552","5_Black_plus_antibiotics_disease",5,"Black","plus_antibiotics","disease","H",45,0
"553","5_Blue_plus_antibiotics_disease",5,"Blue","plus_antibiotics","disease","H",45,0
"554","5_Green_plus_antibiotics_disease",5,"Green","plus_antibiotics","disease","H",45,0
"555","5_Grey_plus_antibiotics_disease",5,"Grey","plus_antibiotics","disease","H",45,0
"556","5_Neon_plus_antibiotics_disease",5,"Neon","plus_antibiotics","disease","H",45,0
"557","5_Orange_plus_antibiotics_disease",5,"Orange","plus_antibiotics","disease","H",45,0
"558","5_Pink_plus_antibiotics_disease",5,"Pink","plus_antibiotics","disease","H",45,0
"559","5_Purple_plus_antibiotics_disease",5,"Purple","plus_antibiotics","disease","H",45,0
"560","5_Red_plus_antibiotics_disease",5,"Red","plus_antibiotics","disease","WBD",45,0
"561","5_Yellow_plus_antibiotics_disease",5,"Yellow","plus_antibiotics","disease","H",45,0
"562","2_Black_no_antibiotics_healthy",2,"Black","no_antibiotics","healthy","H",54,0
"563","2_Blue_no_antibiotics_healthy",2,"Blue","no_antibiotics","healthy","H",54,0
"564","2_Green_no_antibiotics_healthy",2,"Green","no_antibiotics","healthy","WBD",54,0
"565","2_Grey_no_antibiotics_healthy",2,"Grey","no_antibiotics","healthy","H",54,0
"566","2_Neon_no_antibiotics_healthy",2,"Neon","no_antibiotics","healthy","H",54,0
"567","2_Orange_no_antibiotics_healthy",2,"Orange","no_antibiotics","healthy","H",54,0
"568","2_Pink_no_antibiotics_healthy",2,"Pink","no_antibiotics","healthy","H",54,0
"569","2_Purple_no_antibiotics_healthy",2,"Purple","no_antibiotics","healthy","H",54,0
"570","2_Red_no_antibiotics_healthy",2,"Red","no_antibiotics","healthy","H",54,0
"571","2_Yellow_no_antibiotics_healthy",2,"Yellow","no_antibiotics","healthy","H",54,0
"572","3_Black_no_antibiotics_healthy",3,"Black","no_antibiotics","healthy","H",54,0
"573","3_Blue_no_antibiotics_healthy",3,"Blue","no_antibiotics","healthy","H",54,0
"574","3_Grey_no_antibiotics_healthy",3,"Grey","no_antibiotics","healthy","H",54,0
"575","3_Neon_no_antibiotics_healthy",3,"Neon","no_antibiotics","healthy","H",54,0
"576","3_Pink_no_antibiotics_healthy",3,"Pink","no_antibiotics","healthy","H",54,0
"577","3_Purple_no_antibiotics_healthy",3,"Purple","no_antibiotics","healthy","WBD",54,0
"578","3_Red_no_antibiotics_healthy",3,"Red","no_antibiotics","healthy","H",54,0
"579","4_Black_no_antibiotics_healthy",4,"Black","no_antibiotics","healthy","H",54,0
"580","4_Blue_no_antibiotics_healthy",4,"Blue","no_antibiotics","healthy","H",54,0
"581","4_Green_no_antibiotics_healthy",4,"Green","no_antibiotics","healthy","H",54,0
"582","4_Grey_no_antibiotics_healthy",4,"Grey","no_antibiotics","healthy","H",54,0
"583","4_Neon_no_antibiotics_healthy",4,"Neon","no_antibiotics","healthy","H",54,0
"584","4_Orange_no_antibiotics_healthy",4,"Orange","no_antibiotics","healthy","H",54,0
"585","4_Pink_no_antibiotics_healthy",4,"Pink","no_antibiotics","healthy","H",54,0
"586","4_Purple_no_antibiotics_healthy",4,"Purple","no_antibiotics","healthy","H",54,0
"587","4_Red_no_antibiotics_healthy",4,"Red","no_antibiotics","healthy","H",54,0
"588","4_Yellow_no_antibiotics_healthy",4,"Yellow","no_antibiotics","healthy","H",54,0
"589","5_Black_no_antibiotics_healthy",5,"Black","no_antibiotics","healthy","H",54,0
"590","5_Blue_no_antibiotics_healthy",5,"Blue","no_antibiotics","healthy","H",54,0
"591","5_Green_no_antibiotics_healthy",5,"Green","no_antibiotics","healthy","H",54,0
"592","5_Grey_no_antibiotics_healthy",5,"Grey","no_antibiotics","healthy","H",54,0
"593","5_Neon_no_antibiotics_healthy",5,"Neon","no_antibiotics","healthy","H",54,0
"594","5_Orange_no_antibiotics_healthy",5,"Orange","no_antibiotics","healthy","H",54,0
"595","5_Pink_no_antibiotics_healthy",5,"Pink","no_antibiotics","healthy","H",54,0
"596","5_Purple_no_antibiotics_healthy",5,"Purple","no_antibiotics","healthy","H",54,0
"597","5_Red_no_antibiotics_healthy",5,"Red","no_antibiotics","healthy","H",54,0
"598","5_Yellow_no_antibiotics_healthy",5,"Yellow","no_antibiotics","healthy","H",54,0
"599","1_Black_no_antibiotics_disease",1,"Black","no_antibiotics","disease","H",54,0
"600","1_Blue_no_antibiotics_disease",1,"Blue","no_antibiotics","disease","H",54,0
"601","1_Green_no_antibiotics_disease",1,"Green","no_antibiotics","disease","WBD",54,1
"602","1_Grey_no_antibiotics_disease",1,"Grey","no_antibiotics","disease","WBD",54,0
"603","1_Neon_no_antibiotics_disease",1,"Neon","no_antibiotics","disease","WBD",54,0
"604","1_Orange_no_antibiotics_disease",1,"Orange","no_antibiotics","disease","WBD",54,0
"605","1_Pink_no_antibiotics_disease",1,"Pink","no_antibiotics","disease","H",54,0
"606","1_Purple_no_antibiotics_disease",1,"Purple","no_antibiotics","disease","H",54,0
"607","1_Red_no_antibiotics_disease",1,"Red","no_antibiotics","disease","WBD",54,0
"608","1_Yellow_no_antibiotics_disease",1,"Yellow","no_antibiotics","disease","WBD",54,1
"609","2_Black_no_antibiotics_disease",2,"Black","no_antibiotics","disease","H",54,0
"610","2_Blue_no_antibiotics_disease",2,"Blue","no_antibiotics","disease","H",54,0
"611","2_Green_no_antibiotics_disease",2,"Green","no_antibiotics","disease","H",54,0
"612","2_Grey_no_antibiotics_disease",2,"Grey","no_antibiotics","disease","H",54,0
"613","2_Neon_no_antibiotics_disease",2,"Neon","no_antibiotics","disease","H",54,0
"614","2_Orange_no_antibiotics_disease",2,"Orange","no_antibiotics","disease","H",54,0
"615","2_Pink_no_antibiotics_disease",2,"Pink","no_antibiotics","disease","H",54,0
"616","2_Purple_no_antibiotics_disease",2,"Purple","no_antibiotics","disease","H",54,0
"617","2_Red_no_antibiotics_disease",2,"Red","no_antibiotics","disease","WBD",54,1
"618","2_Yellow_no_antibiotics_disease",2,"Yellow","no_antibiotics","disease","WBD",54,1
"619","3_Black_no_antibiotics_disease",3,"Black","no_antibiotics","disease","H",54,0
"620","3_Blue_no_antibiotics_disease",3,"Blue","no_antibiotics","disease","H",54,0
"621","3_Green_no_antibiotics_disease",3,"Green","no_antibiotics","disease","H",54,0
"622","3_Grey_no_antibiotics_disease",3,"Grey","no_antibiotics","disease","H",54,0
"623","3_Neon_no_antibiotics_disease",3,"Neon","no_antibiotics","disease","H",54,0
"624","3_Orange_no_antibiotics_disease",3,"Orange","no_antibiotics","disease","H",54,0
"625","3_Pink_no_antibiotics_disease",3,"Pink","no_antibiotics","disease","H",54,0
"626","3_Purple_no_antibiotics_disease",3,"Purple","no_antibiotics","disease","H",54,0
"627","3_Red_no_antibiotics_disease",3,"Red","no_antibiotics","disease","H",54,0
"628","3_Yellow_no_antibiotics_disease",3,"Yellow","no_antibiotics","disease","H",54,0
"629","4_Black_no_antibiotics_disease",4,"Black","no_antibiotics","disease","H",54,0
"630","4_Blue_no_antibiotics_disease",4,"Blue","no_antibiotics","disease","H",54,0
"631","4_Green_no_antibiotics_disease",4,"Green","no_antibiotics","disease","H",54,0
"632","4_Grey_no_antibiotics_disease",4,"Grey","no_antibiotics","disease","H",54,0
"633","4_Neon_no_antibiotics_disease",4,"Neon","no_antibiotics","disease","H",54,0
"634","4_Orange_no_antibiotics_disease",4,"Orange","no_antibiotics","disease","H",54,0
"635","4_Pink_no_antibiotics_disease",4,"Pink","no_antibiotics","disease","H",54,0
"636","4_Purple_no_antibiotics_disease",4,"Purple","no_antibiotics","disease","H",54,0
"637","4_Red_no_antibiotics_disease",4,"Red","no_antibiotics","disease","H",54,0
"638","4_Yellow_no_antibiotics_disease",4,"Yellow","no_antibiotics","disease","H",54,0
"639","5_Black_no_antibiotics_disease",5,"Black","no_antibiotics","disease","H",54,0
"640","5_Blue_no_antibiotics_disease",5,"Blue","no_antibiotics","disease","WBD",54,0
"641","5_Green_no_antibiotics_disease",5,"Green","no_antibiotics","disease","H",54,0
"642","5_Grey_no_antibiotics_disease",5,"Grey","no_antibiotics","disease","WBD",54,0
"643","5_Neon_no_antibiotics_disease",5,"Neon","no_antibiotics","disease","H",54,0
"644","5_Orange_no_antibiotics_disease",5,"Orange","no_antibiotics","disease","WBD",54,1
"645","5_Pink_no_antibiotics_disease",5,"Pink","no_antibiotics","disease","H",54,0
"646","5_Purple_no_antibiotics_disease",5,"Purple","no_antibiotics","disease","H",54,0
"647","5_Red_no_antibiotics_disease",5,"Red","no_antibiotics","disease","WBD",54,1
"648","5_Yellow_no_antibiotics_disease",5,"Yellow","no_antibiotics","disease","H",54,0
"649","1_Black_plus_antibiotics_healthy",1,"Black","plus_antibiotics","healthy","H",54,0
"650","1_Blue_plus_antibiotics_healthy",1,"Blue","plus_antibiotics","healthy","H",54,0
"651","1_Green_plus_antibiotics_healthy",1,"Green","plus_antibiotics","healthy","H",54,0
"652","1_Grey_plus_antibiotics_healthy",1,"Grey","plus_antibiotics","healthy","H",54,0
"653","1_Neon_plus_antibiotics_healthy",1,"Neon","plus_antibiotics","healthy","H",54,0
"654","1_Orange_plus_antibiotics_healthy",1,"Orange","plus_antibiotics","healthy","H",54,0
"655","1_Pink_plus_antibiotics_healthy",1,"Pink","plus_antibiotics","healthy","H",54,0
"656","1_Purple_plus_antibiotics_healthy",1,"Purple","plus_antibiotics","healthy","H",54,0
"657","1_Red_plus_antibiotics_healthy",1,"Red","plus_antibiotics","healthy","H",54,0
"658","1_Yellow_plus_antibiotics_healthy",1,"Yellow","plus_antibiotics","healthy","H",54,0
"659","2_Black_plus_antibiotics_healthy",2,"Black","plus_antibiotics","healthy","H",54,0
"660","2_Blue_plus_antibiotics_healthy",2,"Blue","plus_antibiotics","healthy","H",54,0
"661","2_Green_plus_antibiotics_healthy",2,"Green","plus_antibiotics","healthy","H",54,0
"662","2_Grey_plus_antibiotics_healthy",2,"Grey","plus_antibiotics","healthy","H",54,0
"663","2_Neon_plus_antibiotics_healthy",2,"Neon","plus_antibiotics","healthy","H",54,0
"664","2_Orange_plus_antibiotics_healthy",2,"Orange","plus_antibiotics","healthy","H",54,0
"665","2_Pink_plus_antibiotics_healthy",2,"Pink","plus_antibiotics","healthy","H",54,0
"666","2_Purple_plus_antibiotics_healthy",2,"Purple","plus_antibiotics","healthy","H",54,0
"667","2_Red_plus_antibiotics_healthy",2,"Red","plus_antibiotics","healthy","H",54,0
"668","2_Yellow_plus_antibiotics_healthy",2,"Yellow","plus_antibiotics","healthy","H",54,0
"669","3_Black_plus_antibiotics_healthy",3,"Black","plus_antibiotics","healthy","H",54,0
"670","3_Blue_plus_antibiotics_healthy",3,"Blue","plus_antibiotics","healthy","H",54,0
"671","3_Green_plus_antibiotics_healthy",3,"Green","plus_antibiotics","healthy","H",54,0
"672","3_Grey_plus_antibiotics_healthy",3,"Grey","plus_antibiotics","healthy","H",54,0
"673","3_Neon_plus_antibiotics_healthy",3,"Neon","plus_antibiotics","healthy","H",54,0
"674","3_Orange_plus_antibiotics_healthy",3,"Orange","plus_antibiotics","healthy","H",54,0
"675","3_Pink_plus_antibiotics_healthy",3,"Pink","plus_antibiotics","healthy","H",54,0
"676","3_Purple_plus_antibiotics_healthy",3,"Purple","plus_antibiotics","healthy","H",54,0
"677","3_Red_plus_antibiotics_healthy",3,"Red","plus_antibiotics","healthy","H",54,0
"678","3_Yellow_plus_antibiotics_healthy",3,"Yellow","plus_antibiotics","healthy","H",54,0
"679","4_Black_plus_antibiotics_healthy",4,"Black","plus_antibiotics","healthy","H",54,0
"680","4_Blue_plus_antibiotics_healthy",4,"Blue","plus_antibiotics","healthy","H",54,0
"681","4_Green_plus_antibiotics_healthy",4,"Green","plus_antibiotics","healthy","H",54,0
"682","4_Grey_plus_antibiotics_healthy",4,"Grey","plus_antibiotics","healthy","H",54,0
"683","4_Neon_plus_antibiotics_healthy",4,"Neon","plus_antibiotics","healthy","H",54,0
"684","4_Orange_plus_antibiotics_healthy",4,"Orange","plus_antibiotics","healthy","H",54,0
"685","4_Pink_plus_antibiotics_healthy",4,"Pink","plus_antibiotics","healthy","H",54,0
"686","4_Purple_plus_antibiotics_healthy",4,"Purple","plus_antibiotics","healthy","H",54,0
"687","4_Red_plus_antibiotics_healthy",4,"Red","plus_antibiotics","healthy","H",54,0
"688","4_Yellow_plus_antibiotics_healthy",4,"Yellow","plus_antibiotics","healthy","H",54,0
"689","5_Black_plus_antibiotics_healthy",5,"Black","plus_antibiotics","healthy","H",54,0
"690","5_Blue_plus_antibiotics_healthy",5,"Blue","plus_antibiotics","healthy","H",54,0
"691","5_Green_plus_antibiotics_healthy",5,"Green","plus_antibiotics","healthy","H",54,0
"692","5_Grey_plus_antibiotics_healthy",5,"Grey","plus_antibiotics","healthy","H",54,0
"693","5_Neon_plus_antibiotics_healthy",5,"Neon","plus_antibiotics","healthy","H",54,0
"694","5_Orange_plus_antibiotics_healthy",5,"Orange","plus_antibiotics","healthy","H",54,0
"695","5_Pink_plus_antibiotics_healthy",5,"Pink","plus_antibiotics","healthy","H",54,0
"696","5_Purple_plus_antibiotics_healthy",5,"Purple","plus_antibiotics","healthy","H",54,0
"697","5_Red_plus_antibiotics_healthy",5,"Red","plus_antibiotics","healthy","H",54,0
"698","5_Yellow_plus_antibiotics_healthy",5,"Yellow","plus_antibiotics","healthy","H",54,0
"699","1_Black_plus_antibiotics_disease",1,"Black","plus_antibiotics","disease","H",54,0
"700","1_Blue_plus_antibiotics_disease",1,"Blue","plus_antibiotics","disease","H",54,0
"701","1_Green_plus_antibiotics_disease",1,"Green","plus_antibiotics","disease","H",54,0
"702","1_Grey_plus_antibiotics_disease",1,"Grey","plus_antibiotics","disease","H",54,0
"703","1_Neon_plus_antibiotics_disease",1,"Neon","plus_antibiotics","disease","H",54,0
"704","1_Orange_plus_antibiotics_disease",1,"Orange","plus_antibiotics","disease","H",54,0
"705","1_Pink_plus_antibiotics_disease",1,"Pink","plus_antibiotics","disease","H",54,0
"706","1_Purple_plus_antibiotics_disease",1,"Purple","plus_antibiotics","disease","H",54,0
"707","1_Red_plus_antibiotics_disease",1,"Red","plus_antibiotics","disease","H",54,0
"708","1_Yellow_plus_antibiotics_disease",1,"Yellow","plus_antibiotics","disease","H",54,0
"709","2_Black_plus_antibiotics_disease",2,"Black","plus_antibiotics","disease","H",54,0
"710","2_Blue_plus_antibiotics_disease",2,"Blue","plus_antibiotics","disease","H",54,0
"711","2_Green_plus_antibiotics_disease",2,"Green","plus_antibiotics","disease","H",54,0
"712","2_Grey_plus_antibiotics_disease",2,"Grey","plus_antibiotics","disease","H",54,0
"713","2_Neon_plus_antibiotics_disease",2,"Neon","plus_antibiotics","disease","H",54,0
"714","2_Orange_plus_antibiotics_disease",2,"Orange","plus_antibiotics","disease","H",54,0
"715","2_Pink_plus_antibiotics_disease",2,"Pink","plus_antibiotics","disease","H",54,0
"716","2_Purple_plus_antibiotics_disease",2,"Purple","plus_antibiotics","disease","H",54,0
"717","2_Red_plus_antibiotics_disease",2,"Red","plus_antibiotics","disease","H",54,0
"718","2_Yellow_plus_antibiotics_disease",2,"Yellow","plus_antibiotics","disease","H",54,0
"719","3_Black_plus_antibiotics_disease",3,"Black","plus_antibiotics","disease","H",54,0
"720","3_Blue_plus_antibiotics_disease",3,"Blue","plus_antibiotics","disease","H",54,0
"721","3_Green_plus_antibiotics_disease",3,"Green","plus_antibiotics","disease","H",54,0
"722","3_Grey_plus_antibiotics_disease",3,"Grey","plus_antibiotics","disease","H",54,0
"723","3_Neon_plus_antibiotics_disease",3,"Neon","plus_antibiotics","disease","H",54,0
"724","3_Orange_plus_antibiotics_disease",3,"Orange","plus_antibiotics","disease","H",54,0
"725","3_Pink_plus_antibiotics_disease",3,"Pink","plus_antibiotics","disease","H",54,0
"726","3_Purple_plus_antibiotics_disease",3,"Purple","plus_antibiotics","disease","H",54,0
"727","3_Red_plus_antibiotics_disease",3,"Red","plus_antibiotics","disease","H",54,0
"728","3_Yellow_plus_antibiotics_disease",3,"Yellow","plus_antibiotics","disease","WBD",54,0
"729","4_Black_plus_antibiotics_disease",4,"Black","plus_antibiotics","disease","H",54,0
"730","4_Blue_plus_antibiotics_disease",4,"Blue","plus_antibiotics","disease","H",54,0
"731","4_Green_plus_antibiotics_disease",4,"Green","plus_antibiotics","disease","H",54,0
"732","4_Grey_plus_antibiotics_disease",4,"Grey","plus_antibiotics","disease","H",54,0
"733","4_Neon_plus_antibiotics_disease",4,"Neon","plus_antibiotics","disease","H",54,0
"734","4_Orange_plus_antibiotics_disease",4,"Orange","plus_antibiotics","disease","WBD",54,0
"735","4_Pink_plus_antibiotics_disease",4,"Pink","plus_antibiotics","disease","H",54,0
"736","4_Purple_plus_antibiotics_disease",4,"Purple","plus_antibiotics","disease","H",54,0
"737","4_Red_plus_antibiotics_disease",4,"Red","plus_antibiotics","disease","H",54,0
"738","4_Yellow_plus_antibiotics_disease",4,"Yellow","plus_antibiotics","disease","WBD",54,0
"739","5_Black_plus_antibiotics_disease",5,"Black","plus_antibiotics","disease","H",54,0
"740","5_Blue_plus_antibiotics_disease",5,"Blue","plus_antibiotics","disease","H",54,0
"741","5_Green_plus_antibiotics_disease",5,"Green","plus_antibiotics","disease","H",54,0
"742","5_Grey_plus_antibiotics_disease",5,"Grey","plus_antibiotics","disease","H",54,0
"743","5_Neon_plus_antibiotics_disease",5,"Neon","plus_antibiotics","disease","H",54,0
"744","5_Orange_plus_antibiotics_disease",5,"Orange","plus_antibiotics","disease","H",54,0
"745","5_Pink_plus_antibiotics_disease",5,"Pink","plus_antibiotics","disease","H",54,0
"746","5_Purple_plus_antibiotics_disease",5,"Purple","plus_antibiotics","disease","H",54,0
"747","5_Red_plus_antibiotics_disease",5,"Red","plus_antibiotics","disease","WBD",54,0
"748","5_Yellow_plus_antibiotics_disease",5,"Yellow","plus_antibiotics","disease","H",54,0
"749","2_Black_no_antibiotics_healthy",2,"Black","no_antibiotics","healthy","H",69,0
"750","2_Blue_no_antibiotics_healthy",2,"Blue","no_antibiotics","healthy","H",69,0
"751","2_Green_no_antibiotics_healthy",2,"Green","no_antibiotics","healthy","WBD",69,0
"752","2_Grey_no_antibiotics_healthy",2,"Grey","no_antibiotics","healthy","H",69,0
"753","2_Neon_no_antibiotics_healthy",2,"Neon","no_antibiotics","healthy","H",69,0
"754","2_Orange_no_antibiotics_healthy",2,"Orange","no_antibiotics","healthy","H",69,0
"755","2_Pink_no_antibiotics_healthy",2,"Pink","no_antibiotics","healthy","H",69,0
"756","2_Purple_no_antibiotics_healthy",2,"Purple","no_antibiotics","healthy","H",69,0
"757","2_Red_no_antibiotics_healthy",2,"Red","no_antibiotics","healthy","H",69,0
"758","2_Yellow_no_antibiotics_healthy",2,"Yellow","no_antibiotics","healthy","H",69,0
"759","3_Black_no_antibiotics_healthy",3,"Black","no_antibiotics","healthy","H",69,0
"760","3_Blue_no_antibiotics_healthy",3,"Blue","no_antibiotics","healthy","H",69,0
"761","3_Grey_no_antibiotics_healthy",3,"Grey","no_antibiotics","healthy","H",69,0
"762","3_Neon_no_antibiotics_healthy",3,"Neon","no_antibiotics","healthy","H",69,0
"763","3_Pink_no_antibiotics_healthy",3,"Pink","no_antibiotics","healthy","H",69,0
"764","3_Purple_no_antibiotics_healthy",3,"Purple","no_antibiotics","healthy","WBD",69,0
"765","3_Red_no_antibiotics_healthy",3,"Red","no_antibiotics","healthy","H",69,0
"766","4_Black_no_antibiotics_healthy",4,"Black","no_antibiotics","healthy","H",69,0
"767","4_Blue_no_antibiotics_healthy",4,"Blue","no_antibiotics","healthy","H",69,0
"768","4_Green_no_antibiotics_healthy",4,"Green","no_antibiotics","healthy","H",69,0
"769","4_Grey_no_antibiotics_healthy",4,"Grey","no_antibiotics","healthy","H",69,0
"770","4_Neon_no_antibiotics_healthy",4,"Neon","no_antibiotics","healthy","H",69,0
"771","4_Orange_no_antibiotics_healthy",4,"Orange","no_antibiotics","healthy","H",69,0
"772","4_Pink_no_antibiotics_healthy",4,"Pink","no_antibiotics","healthy","H",69,0
"773","4_Purple_no_antibiotics_healthy",4,"Purple","no_antibiotics","healthy","H",69,0
"774","4_Red_no_antibiotics_healthy",4,"Red","no_antibiotics","healthy","H",69,0
"775","4_Yellow_no_antibiotics_healthy",4,"Yellow","no_antibiotics","healthy","H",69,0
"776","5_Black_no_antibiotics_healthy",5,"Black","no_antibiotics","healthy","H",69,0
"777","5_Blue_no_antibiotics_healthy",5,"Blue","no_antibiotics","healthy","H",69,0
"778","5_Green_no_antibiotics_healthy",5,"Green","no_antibiotics","healthy","H",69,0
"779","5_Grey_no_antibiotics_healthy",5,"Grey","no_antibiotics","healthy","H",69,0
"780","5_Neon_no_antibiotics_healthy",5,"Neon","no_antibiotics","healthy","H",69,0
"781","5_Orange_no_antibiotics_healthy",5,"Orange","no_antibiotics","healthy","H",69,0
"782","5_Pink_no_antibiotics_healthy",5,"Pink","no_antibiotics","healthy","H",69,0
"783","5_Purple_no_antibiotics_healthy",5,"Purple","no_antibiotics","healthy","H",69,0
"784","5_Red_no_antibiotics_healthy",5,"Red","no_antibiotics","healthy","H",69,0
"785","5_Yellow_no_antibiotics_healthy",5,"Yellow","no_antibiotics","healthy","H",69,0
"786","1_Black_no_antibiotics_disease",1,"Black","no_antibiotics","disease","H",69,0
"787","1_Blue_no_antibiotics_disease",1,"Blue","no_antibiotics","disease","H",69,0
"788","1_Green_no_antibiotics_disease",1,"Green","no_antibiotics","disease","WBD",69,1
"789","1_Grey_no_antibiotics_disease",1,"Grey","no_antibiotics","disease","WBD",69,0
"790","1_Neon_no_antibiotics_disease",1,"Neon","no_antibiotics","disease","WBD",69,0
"791","1_Orange_no_antibiotics_disease",1,"Orange","no_antibiotics","disease","WBD",69,1
"792","1_Pink_no_antibiotics_disease",1,"Pink","no_antibiotics","disease","H",69,0
"793","1_Purple_no_antibiotics_disease",1,"Purple","no_antibiotics","disease","H",69,0
"794","1_Red_no_antibiotics_disease",1,"Red","no_antibiotics","disease","WBD",69,1
"795","1_Yellow_no_antibiotics_disease",1,"Yellow","no_antibiotics","disease","WBD",69,1
"796","2_Black_no_antibiotics_disease",2,"Black","no_antibiotics","disease","H",69,0
"797","2_Blue_no_antibiotics_disease",2,"Blue","no_antibiotics","disease","H",69,0
"798","2_Green_no_antibiotics_disease",2,"Green","no_antibiotics","disease","H",69,0
"799","2_Grey_no_antibiotics_disease",2,"Grey","no_antibiotics","disease","H",69,0
"800","2_Neon_no_antibiotics_disease",2,"Neon","no_antibiotics","disease","H",69,0
"801","2_Orange_no_antibiotics_disease",2,"Orange","no_antibiotics","disease","H",69,0
"802","2_Pink_no_antibiotics_disease",2,"Pink","no_antibiotics","disease","H",69,0
"803","2_Purple_no_antibiotics_disease",2,"Purple","no_antibiotics","disease","H",69,0
"804","2_Red_no_antibiotics_disease",2,"Red","no_antibiotics","disease","WBD",69,1
"805","2_Yellow_no_antibiotics_disease",2,"Yellow","no_antibiotics","disease","WBD",69,1
"806","3_Black_no_antibiotics_disease",3,"Black","no_antibiotics","disease","H",69,0
"807","3_Blue_no_antibiotics_disease",3,"Blue","no_antibiotics","disease","H",69,0
"808","3_Green_no_antibiotics_disease",3,"Green","no_antibiotics","disease","H",69,0
"809","3_Grey_no_antibiotics_disease",3,"Grey","no_antibiotics","disease","H",69,0
"810","3_Neon_no_antibiotics_disease",3,"Neon","no_antibiotics","disease","H",69,0
"811","3_Orange_no_antibiotics_disease",3,"Orange","no_antibiotics","disease","H",69,0
"812","3_Pink_no_antibiotics_disease",3,"Pink","no_antibiotics","disease","H",69,0
"813","3_Purple_no_antibiotics_disease",3,"Purple","no_antibiotics","disease","H",69,0
"814","3_Red_no_antibiotics_disease",3,"Red","no_antibiotics","disease","H",69,0
"815","3_Yellow_no_antibiotics_disease",3,"Yellow","no_antibiotics","disease","H",69,0
"816","4_Black_no_antibiotics_disease",4,"Black","no_antibiotics","disease","H",69,0
"817","4_Blue_no_antibiotics_disease",4,"Blue","no_antibiotics","disease","H",69,0
"818","4_Green_no_antibiotics_disease",4,"Green","no_antibiotics","disease","H",69,0
"819","4_Grey_no_antibiotics_disease",4,"Grey","no_antibiotics","disease","H",69,0
"820","4_Neon_no_antibiotics_disease",4,"Neon","no_antibiotics","disease","H",69,0
"821","4_Orange_no_antibiotics_disease",4,"Orange","no_antibiotics","disease","H",69,0
"822","4_Pink_no_antibiotics_disease",4,"Pink","no_antibiotics","disease","H",69,0
"823","4_Purple_no_antibiotics_disease",4,"Purple","no_antibiotics","disease","H",69,0
"824","4_Red_no_antibiotics_disease",4,"Red","no_antibiotics","disease","H",69,0
"825","4_Yellow_no_antibiotics_disease",4,"Yellow","no_antibiotics","disease","H",69,0
"826","5_Black_no_antibiotics_disease",5,"Black","no_antibiotics","disease","H",69,0
"827","5_Blue_no_antibiotics_disease",5,"Blue","no_antibiotics","disease","WBD",69,0
"828","5_Green_no_antibiotics_disease",5,"Green","no_antibiotics","disease","H",69,0
"829","5_Grey_no_antibiotics_disease",5,"Grey","no_antibiotics","disease","WBD",69,0
"830","5_Neon_no_antibiotics_disease",5,"Neon","no_antibiotics","disease","H",69,0
"831","5_Orange_no_antibiotics_disease",5,"Orange","no_antibiotics","disease","WBD",69,1
"832","5_Pink_no_antibiotics_disease",5,"Pink","no_antibiotics","disease","H",69,0
"833","5_Purple_no_antibiotics_disease",5,"Purple","no_antibiotics","disease","H",69,0
"834","5_Red_no_antibiotics_disease",5,"Red","no_antibiotics","disease","WBD",69,1
"835","5_Yellow_no_antibiotics_disease",5,"Yellow","no_antibiotics","disease","H",69,0
"836","1_Black_plus_antibiotics_healthy",1,"Black","plus_antibiotics","healthy","H",69,0
"837","1_Blue_plus_antibiotics_healthy",1,"Blue","plus_antibiotics","healthy","H",69,0
"838","1_Green_plus_antibiotics_healthy",1,"Green","plus_antibiotics","healthy","H",69,0
"839","1_Grey_plus_antibiotics_healthy",1,"Grey","plus_antibiotics","healthy","H",69,0
"840","1_Neon_plus_antibiotics_healthy",1,"Neon","plus_antibiotics","healthy","H",69,0
"841","1_Orange_plus_antibiotics_healthy",1,"Orange","plus_antibiotics","healthy","H",69,0
"842","1_Pink_plus_antibiotics_healthy",1,"Pink","plus_antibiotics","healthy","H",69,0
"843","1_Purple_plus_antibiotics_healthy",1,"Purple","plus_antibiotics","healthy","H",69,0
"844","1_Red_plus_antibiotics_healthy",1,"Red","plus_antibiotics","healthy","H",69,0
"845","1_Yellow_plus_antibiotics_healthy",1,"Yellow","plus_antibiotics","healthy","H",69,0
"846","2_Black_plus_antibiotics_healthy",2,"Black","plus_antibiotics","healthy","H",69,0
"847","2_Blue_plus_antibiotics_healthy",2,"Blue","plus_antibiotics","healthy","H",69,0
"848","2_Green_plus_antibiotics_healthy",2,"Green","plus_antibiotics","healthy","H",69,0
"849","2_Grey_plus_antibiotics_healthy",2,"Grey","plus_antibiotics","healthy","H",69,0
"850","2_Neon_plus_antibiotics_healthy",2,"Neon","plus_antibiotics","healthy","H",69,0
"851","2_Orange_plus_antibiotics_healthy",2,"Orange","plus_antibiotics","healthy","H",69,0
"852","2_Pink_plus_antibiotics_healthy",2,"Pink","plus_antibiotics","healthy","H",69,0
"853","2_Purple_plus_antibiotics_healthy",2,"Purple","plus_antibiotics","healthy","H",69,0
