,time,date,month.year,site,transect.number,meter,side,Acerv,WBDint,WBD,Timepoint,Timepoint1
293,Summer15,6/23/2015,15-Jun,Sebastian,1,36,L,0,0,0,T1,T1: Summer15
294,Summer15,6/23/2015,15-Jun,Sebastian,1,37,L,1,0,0,T1,T1: Summer15
295,Summer15,6/23/2015,15-Jun,Sebastian,1,38,L,0,0,0,T1,T1: Summer15
296,Summer15,6/23/2015,15-Jun,Sebastian,1,39,L,1,0,0,T1,T1: Summer15
297,Summer15,6/23/2015,15-Jun,Sebastian,1,40,L,0,0,0,T1,T1: Summer15
298,Summer15,6/23/2015,15-Jun,CK4,1,0,L,0,0,0,T1,T1: Summer15
299,Summer15,6/23/2015,15-Jun,CK4,1,1,L,0,0,0,T1,T1: Summer15
300,Summer15,6/23/2015,15-Jun,CK4,1,2,L,0,0,0,T1,T1: Summer15
301,Summer15,6/23/2015,15-Jun,CK4,1,3,L,0,0,0,T1,T1: Summer15
302,Summer15,6/23/2015,15-Jun,CK4,1,4,L,0,0,0,T1,T1: Summer15
303,Summer15,6/23/2015,15-Jun,CK4,1,5,L,0,0,0,T1,T1: Summer15
304,Summer15,6/23/2015,15-Jun,CK4,1,6,L,0,0,0,T1,T1: Summer15
305,Summer15,6/23/2015,15-Jun,CK4,1,7,L,1,2,1,T1,T1: Summer15
306,Summer15,6/23/2015,15-Jun,CK4,1,8,L,1,0,0,T1,T1: Summer15
307,Summer15,6/23/2015,15-Jun,CK4,1,9,L,1,0,0,T1,T1: Summer15
308,Summer15,6/23/2015,15-Jun,CK4,1,10,L,1,1,1,T1,T1: Summer15
309,Summer15,6/23/2015,15-Jun,CK4,1,11,L,1,0,0,T1,T1: Summer15
310,Summer15,6/23/2015,15-Jun,CK4,1,12,L,1,3,1,T1,T1: Summer15
311,Summer15,6/23/2015,15-Jun,CK4,1,13,L,1,2,1,T1,T1: Summer15
312,Summer15,6/23/2015,15-Jun,CK4,1,14,L,1,1,1,T1,T1: Summer15
313,Summer15,6/23/2015,15-Jun,CK4,1,15,L,1,4,1,T1,T1: Summer15
314,Summer15,6/23/2015,15-Jun,CK4,1,16,L,1,0,0,T1,T1: Summer15
315,Summer15,6/23/2015,15-Jun,CK4,1,17,L,1,5,1,T1,T1: Summer15
316,Summer15,6/23/2015,15-Jun,CK4,1,18,L,1,9,1,T1,T1: Summer15
317,Summer15,6/23/2015,15-Jun,CK4,1,19,L,1,0,0,T1,T1: Summer15
318,Summer15,6/23/2015,15-Jun,CK4,1,20,L,1,0,0,T1,T1: Summer15
319,Summer15,6/23/2015,15-Jun,CK4,1,21,L,1,2,1,T1,T1: Summer15
320,Summer15,6/23/2015,15-Jun,CK4,1,22,L,1,3,1,T1,T1: Summer15
321,Summer15,6/23/2015,15-Jun,CK4,1,23,L,1,1,1,T1,T1: Summer15
322,Summer15,6/23/2015,15-Jun,CK4,1,24,L,1,1,1,T1,T1: Summer15
323,Summer15,6/23/2015,15-Jun,CK4,1,25,L,1,2,1,T1,T1: Summer15
324,Summer15,6/23/2015,15-Jun,CK4,1,26,L,1,0,0,T1,T1: Summer15
325,Summer15,6/23/2015,15-Jun,CK4,1,27,L,1,0,0,T1,T1: Summer15
326,Summer15,6/23/2015,15-Jun,CK4,1,28,L,1,1,1,T1,T1: Summer15
327,Summer15,6/23/2015,15-Jun,CK4,1,29,L,1,0,0,T1,T1: Summer15
328,Summer15,6/23/2015,15-Jun,CK4,1,30,L,1,0,0,T1,T1: Summer15
329,Summer15,6/23/2015,15-Jun,CK4,1,31,L,1,0,0,T1,T1: Summer15
330,Summer15,6/23/2015,15-Jun,CK4,1,32,L,1,0,0,T1,T1: Summer15
331,Summer15,6/23/2015,15-Jun,CK4,1,33,L,1,0,0,T1,T1: Summer15
332,Summer15,6/23/2015,15-Jun,CK4,1,34,L,0,0,0,T1,T1: Summer15
333,Summer15,6/23/2015,15-Jun,CK4,1,35,L,0,0,0,T1,T1: Summer15
334,Summer15,6/23/2015,15-Jun,CK4,1,36,L,0,0,0,T1,T1: Summer15
335,Summer15,6/23/2015,15-Jun,CK4,1,37,L,0,0,0,T1,T1: Summer15
336,Summer15,6/23/2015,15-Jun,CK4,1,38,L,1,0,0,T1,T1: Summer15
337,Summer15,6/23/2015,15-Jun,CK4,1,39,L,1,0,0,T1,T1: Summer15
338,Summer15,6/23/2015,15-Jun,CK4,1,40,L,1,0,0,T1,T1: Summer15
339,Summer15,6/23/2015,15-Jun,CK4,1,41,L,1,0,0,T1,T1: Summer15
340,Summer15,6/23/2015,15-Jun,CK4,1,42,L,1,0,0,T1,T1: Summer15
341,Summer15,6/23/2015,15-Jun,CK4,1,43,L,1,0,0,T1,T1: Summer15
342,Summer15,6/23/2015,15-Jun,CK4,1,44,L,1,0,0,T1,T1: Summer15
343,Summer15,6/24/2015,15-Jun,CK14,1,0,L,1,0,0,T1,T1: Summer15
344,Summer15,6/24/2015,15-Jun,CK14,1,1,L,1,0,0,T1,T1: Summer15
345,Summer15,6/24/2015,15-Jun,CK14,1,2,L,1,0,0,T1,T1: Summer15
346,Summer15,6/24/2015,15-Jun,CK14,1,3,L,1,3,1,T1,T1: Summer15
347,Summer15,6/24/2015,15-Jun,CK14,1,4,L,1,0,0,T1,T1: Summer15
348,Summer15,6/24/2015,15-Jun,CK14,1,5,L,1,3,1,T1,T1: Summer15
349,Summer15,6/24/2015,15-Jun,CK14,1,6,L,1,2,1,T1,T1: Summer15
350,Summer15,6/24/2015,15-Jun,CK14,1,7,L,1,1,1,T1,T1: Summer15
351,Summer15,6/24/2015,15-Jun,CK14,1,8,L,1,3,1,T1,T1: Summer15
352,Summer15,6/24/2015,15-Jun,CK14,1,9,L,1,1,1,T1,T1: Summer15
353,Summer15,6/24/2015,15-Jun,CK14,1,10,L,1,0,0,T1,T1: Summer15
354,Summer15,6/24/2015,15-Jun,CK14,1,11,L,1,2,1,T1,T1: Summer15
355,Summer15,6/24/2015,15-Jun,CK14,1,12,L,1,0,0,T1,T1: Summer15
356,Summer15,6/24/2015,15-Jun,CK14,1,13,L,1,0,0,T1,T1: Summer15
357,Summer15,6/24/2015,15-Jun,CK14,1,14,L,1,0,0,T1,T1: Summer15
358,Summer15,6/24/2015,15-Jun,CK14,1,15,L,1,0,0,T1,T1: Summer15
359,Summer15,6/24/2015,15-Jun,CK14,1,16,L,1,3,1,T1,T1: Summer15
360,Summer15,6/24/2015,15-Jun,CK14,1,17,L,1,0,0,T1,T1: Summer15
361,Summer15,6/24/2015,15-Jun,CK14,1,18,L,1,0,0,T1,T1: Summer15
362,Summer15,6/24/2015,15-Jun,CK14,1,19,L,1,0,0,T1,T1: Summer15
363,Summer15,6/24/2015,15-Jun,CK14,1,20,L,0,0,0,T1,T1: Summer15
364,Summer15,6/24/2015,15-Jun,CK14,1,21,L,0,0,0,T1,T1: Summer15
365,Summer15,6/24/2015,15-Jun,CK14,1,22,L,0,0,0,T1,T1: Summer15
366,Summer15,6/24/2015,15-Jun,CK14,1,23,L,0,0,0,T1,T1: Summer15
367,Summer15,6/24/2015,15-Jun,CK14,1,24,L,0,0,0,T1,T1: Summer15
368,Summer15,6/24/2015,15-Jun,CK14,1,25,L,1,0,0,T1,T1: Summer15
369,Summer15,6/24/2015,15-Jun,CK14,1,26,L,1,0,0,T1,T1: Summer15
370,Summer15,6/24/2015,15-Jun,CK14,1,27,L,1,0,0,T1,T1: Summer15
371,Summer15,6/24/2015,15-Jun,CK14,1,28,L,1,0,0,T1,T1: Summer15
372,Summer15,6/24/2015,15-Jun,CK14,1,29,L,1,0,0,T1,T1: Summer15
373,Summer15,6/24/2015,15-Jun,CK14,1,30,L,1,0,0,T1,T1: Summer15
374,Summer15,6/24/2015,15-Jun,CK14,1,31,L,1,0,0,T1,T1: Summer15
375,Summer15,6/24/2015,15-Jun,CK14,1,32,L,1,0,0,T1,T1: Summer15
376,Summer15,6/24/2015,15-Jun,CK14,1,33,L,1,0,0,T1,T1: Summer15
377,Summer15,6/24/2015,15-Jun,CK14,1,34,L,1,0,0,T1,T1: Summer15
378,Summer15,6/24/2015,15-Jun,CK14,1,35,L,0,0,0,T1,T1: Summer15
379,Summer15,6/24/2015,15-Jun,CK14,1,36,L,1,0,0,T1,T1: Summer15
380,Summer15,6/24/2015,15-Jun,CK14,1,37,L,1,0,0,T1,T1: Summer15
381,Summer15,6/24/2015,15-Jun,CK14,1,38,L,1,0,0,T1,T1: Summer15
382,Summer15,6/24/2015,15-Jun,CK14,1,39,L,1,0,0,T1,T1: Summer15
383,Summer15,6/24/2015,15-Jun,CK14,1,40,L,1,2,1,T1,T1: Summer15
384,Summer15,6/24/2015,15-Jun,CK14,1,41,L,1,0,0,T1,T1: Summer15
385,Summer15,6/24/2015,15-Jun,CK14,1,42,L,1,3,1,T1,T1: Summer15
386,Summer15,6/24/2015,15-Jun,CK14,1,43,L,1,0,0,T1,T1: Summer15
387,Summer15,6/24/2015,15-Jun,CK14,1,44,L,1,1,1,T1,T1: Summer15
388,Summer15,6/24/2015,15-Jun,CK14,1,45,L,1,0,0,T1,T1: Summer15
389,Summer15,6/24/2015,15-Jun,CK14,1,46,L,1,1,1,T1,T1: Summer15
390,Summer15,6/24/2015,15-Jun,CK14,1,47,L,1,2,1,T1,T1: Summer15
391,Summer15,6/24/2015,15-Jun,CK14,1,48,L,1,0,0,T1,T1: Summer15
392,Summer15,6/24/2015,15-Jun,CK14,1,49,L,1,1,1,T1,T1: Summer15
393,Summer15,6/25/2015,15-Jun,Moguls,1,0,L,1,0,0,T1,T1: Summer15
394,Summer15,6/25/2015,15-Jun,Moguls,1,1,L,1,0,0,T1,T1: Summer15
395,Summer15,6/25/2015,15-Jun,Moguls,1,2,L,1,0,0,T1,T1: Summer15
396,Summer15,6/25/2015,15-Jun,Moguls,1,3,L,1,0,0,T1,T1: Summer15
397,Summer15,6/25/2015,15-Jun,Moguls,1,4,L,1,0,0,T1,T1: Summer15
398,Summer15,6/25/2015,15-Jun,Moguls,1,5,L,1,0,0,T1,T1: Summer15
399,Summer15,6/25/2015,15-Jun,Moguls,1,6,L,1,0,0,T1,T1: Summer15
400,Summer15,6/25/2015,15-Jun,Moguls,1,7,L,1,0,0,T1,T1: Summer15
401,Summer15,6/25/2015,15-Jun,Moguls,1,8,L,1,0,0,T1,T1: Summer15
402,Summer15,6/25/2015,15-Jun,Moguls,1,9,L,1,0,0,T1,T1: Summer15
403,Summer15,6/25/2015,15-Jun,Moguls,1,10,L,1,0,0,T1,T1: Summer15
404,Summer15,6/25/2015,15-Jun,Moguls,1,11,L,1,0,0,T1,T1: Summer15
405,Summer15,6/25/2015,15-Jun,Moguls,1,12,L,1,0,0,T1,T1: Summer15
406,Summer15,6/25/2015,15-Jun,Moguls,1,13,L,1,0,0,T1,T1: Summer15
407,Summer15,6/25/2015,15-Jun,Moguls,1,14,L,1,0,0,T1,T1: Summer15
408,Summer15,6/25/2015,15-Jun,Moguls,1,15,L,1,0,0,T1,T1: Summer15
409,Summer15,6/25/2015,15-Jun,Moguls,1,16,L,1,0,0,T1,T1: Summer15
410,Summer15,6/25/2015,15-Jun,Moguls,1,17,L,1,0,0,T1,T1: Summer15
411,Summer15,6/25/2015,15-Jun,Moguls,1,18,L,0,0,0,T1,T1: Summer15
412,Summer15,6/25/2015,15-Jun,Moguls,1,19,L,0,0,0,T1,T1: Summer15
413,Summer15,6/25/2015,15-Jun,Moguls,1,20,L,0,0,0,T1,T1: Summer15
414,Summer15,6/25/2015,15-Jun,Moguls,1,21,L,1,0,0,T1,T1: Summer15
415,Summer15,6/25/2015,15-Jun,Moguls,1,22,L,1,0,0,T1,T1: Summer15
416,Summer15,6/25/2015,15-Jun,Moguls,1,23,L,0,0,0,T1,T1: Summer15
417,Summer15,6/25/2015,15-Jun,Moguls,1,24,L,0,0,0,T1,T1: Summer15
418,Summer15,6/25/2015,15-Jun,Moguls,1,25,L,0,0,0,T1,T1: Summer15
419,Summer15,6/25/2015,15-Jun,Moguls,1,26,L,0,0,0,T1,T1: Summer15
420,Summer15,6/25/2015,15-Jun,Moguls,1,27,L,1,0,0,T1,T1: Summer15
421,Summer15,6/25/2015,15-Jun,Moguls,1,28,L,0,0,0,T1,T1: Summer15
422,Summer15,6/25/2015,15-Jun,Moguls,1,29,L,1,0,0,T1,T1: Summer15
423,Summer15,6/25/2015,15-Jun,Moguls,1,30,L,0,0,0,T1,T1: Summer15
424,Summer15,6/25/2015,15-Jun,Moguls,1,31,L,0,0,0,T1,T1: Summer15
425,Summer15,6/25/2015,15-Jun,Moguls,1,32,L,1,0,0,T1,T1: Summer15
426,Summer15,6/25/2015,15-Jun,Moguls,1,33,L,1,0,0,T1,T1: Summer15
427,Summer15,6/25/2015,15-Jun,Moguls,1,34,L,1,0,0,T1,T1: Summer15
428,Summer15,6/25/2015,15-Jun,Moguls,1,35,L,1,0,0,T1,T1: Summer15
429,Summer15,6/25/2015,15-Jun,Moguls,1,36,L,1,1,1,T1,T1: Summer15
430,Summer15,6/25/2015,15-Jun,Moguls,1,37,L,1,0,0,T1,T1: Summer15
431,Summer15,6/25/2015,15-Jun,Moguls,1,38,L,1,0,0,T1,T1: Summer15
432,Summer15,6/25/2015,15-Jun,Moguls,1,39,L,1,2,1,T1,T1: Summer15
433,Summer15,6/25/2015,15-Jun,Moguls,1,40,L,1,0,0,T1,T1: Summer15
434,Summer15,6/25/2015,15-Jun,Moguls,1,41,L,0,0,0,T1,T1: Summer15
435,Summer15,6/25/2015,15-Jun,Moguls,1,42,L,0,0,0,T1,T1: Summer15
436,Summer15,6/25/2015,15-Jun,Moguls,1,43,L,0,0,0,T1,T1: Summer15
437,Summer15,6/25/2015,15-Jun,Moguls,1,44,L,0,0,0,T1,T1: Summer15
438,Summer15,6/25/2015,15-Jun,Moguls,1,45,L,0,0,0,T1,T1: Summer15
439,Summer15,6/25/2015,15-Jun,Moguls,1,46,L,0,0,0,T1,T1: Summer15
440,Summer15,6/25/2015,15-Jun,Moguls,1,47,L,0,0,0,T1,T1: Summer15
441,Summer15,6/25/2015,15-Jun,Moguls,1,48,L,0,0,0,T1,T1: Summer15
442,Summer15,6/25/2015,15-Jun,Moguls,1,49,L,0,0,0,T1,T1: Summer15
443,Winter16,1/9/2016,16-Jan,HS,1,0,L,0,0,0,T2,T2: Winter16
444,Winter16,1/9/2016,16-Jan,HS,1,1,L,0,0,0,T2,T2: Winter16
445,Winter16,1/9/2016,16-Jan,HS,1,2,L,0,0,0,T2,T2: Winter16
446,Winter16,1/9/2016,16-Jan,HS,1,3,L,1,0,0,T2,T2: Winter16
447,Winter16,1/9/2016,16-Jan,HS,1,4,L,1,0,0,T2,T2: Winter16
448,Winter16,1/9/2016,16-Jan,HS,1,5,L,1,8,1,T2,T2: Winter16
449,Winter16,1/9/2016,16-Jan,HS,1,6,L,1,3,1,T2,T2: Winter16
450,Winter16,1/9/2016,16-Jan,HS,1,7,L,1,3,1,T2,T2: Winter16
451,Winter16,1/9/2016,16-Jan,HS,1,8,L,1,6,1,T2,T2: Winter16
452,Winter16,1/9/2016,16-Jan,HS,1,9,L,1,1,1,T2,T2: Winter16
453,Winter16,1/9/2016,16-Jan,HS,1,10,L,1,0,0,T2,T2: Winter16
454,Winter16,1/9/2016,16-Jan,HS,1,11,L,1,1,1,T2,T2: Winter16
455,Winter16,1/9/2016,16-Jan,HS,1,12,L,1,2,1,T2,T2: Winter16
456,Winter16,1/9/2016,16-Jan,HS,1,13,L,1,1,1,T2,T2: Winter16
457,Winter16,1/9/2016,16-Jan,HS,1,14,L,1,0,0,T2,T2: Winter16
458,Winter16,1/9/2016,16-Jan,HS,1,15,L,1,0,0,T2,T2: Winter16
459,Winter16,1/9/2016,16-Jan,HS,1,16,L,1,0,0,T2,T2: Winter16
460,Winter16,1/9/2016,16-Jan,HS,1,17,L,1,1,1,T2,T2: Winter16
461,Winter16,1/9/2016,16-Jan,HS,1,18,L,1,0,0,T2,T2: Winter16
462,Winter16,1/9/2016,16-Jan,HS,1,19,L,1,0,0,T2,T2: Winter16
463,Winter16,1/9/2016,16-Jan,HS,1,20,L,1,0,0,T2,T2: Winter16
464,Winter16,1/9/2016,16-Jan,HS,1,21,L,1,2,1,T2,T2: Winter16
465,Winter16,1/9/2016,16-Jan,HS,1,22,L,1,2,1,T2,T2: Winter16
466,Winter16,1/9/2016,16-Jan,HS,1,23,L,1,0,0,T2,T2: Winter16
467,Winter16,1/9/2016,16-Jan,HS,1,24,L,1,2,1,T2,T2: Winter16
468,Winter16,1/9/2016,16-Jan,HS,1,25,L,1,0,0,T2,T2: Winter16
469,Winter16,1/9/2016,16-Jan,HS,1,26,L,1,0,0,T2,T2: Winter16
470,Winter16,1/9/2016,16-Jan,HS,1,27,L,1,0,0,T2,T2: Winter16
471,Winter16,1/9/2016,16-Jan,HS,1,28,L,1,0,0,T2,T2: Winter16
472,Winter16,1/9/2016,16-Jan,HS,1,29,L,1,2,1,T2,T2: Winter16
473,Winter16,1/9/2016,16-Jan,HS,1,30,L,1,5,1,T2,T2: Winter16
474,Winter16,1/9/2016,16-Jan,HS,1,31,L,1,5,1,T2,T2: Winter16
475,Winter16,1/9/2016,16-Jan,HS,1,32,L,1,7,1,T2,T2: Winter16
476,Winter16,1/9/2016,16-Jan,HS,1,33,L,1,5,1,T2,T2: Winter16
477,Winter16,1/9/2016,16-Jan,HS,1,34,L,1,1,1,T2,T2: Winter16
478,Winter16,1/9/2016,16-Jan,HS,1,35,L,1,4,1,T2,T2: Winter16
479,Winter16,1/9/2016,16-Jan,HS,1,36,L,1,10,1,T2,T2: Winter16
480,Winter16,1/9/2016,16-Jan,HS,1,37,L,1,8,1,T2,T2: Winter16
481,Winter16,1/9/2016,16-Jan,HS,1,38,L,1,8,1,T2,T2: Winter16
482,Winter16,1/9/2016,16-Jan,HS,1,39,L,1,0,0,T2,T2: Winter16
483,Winter16,1/9/2016,16-Jan,HS,1,40,L,1,0,0,T2,T2: Winter16
484,Winter16,1/9/2016,16-Jan,HS,1,41,L,1,2,1,T2,T2: Winter16
485,Winter16,1/9/2016,16-Jan,Sebastian,1,0,L,0,0,0,T2,T2: Winter16
486,Winter16,1/9/2016,16-Jan,Sebastian,1,1,L,0,0,0,T2,T2: Winter16
487,Winter16,1/9/2016,16-Jan,Sebastian,1,2,L,1,0,0,T2,T2: Winter16
488,Winter16,1/9/2016,16-Jan,Sebastian,1,3,L,0,0,0,T2,T2: Winter16
489,Winter16,1/9/2016,16-Jan,Sebastian,1,4,L,0,0,0,T2,T2: Winter16
490,Winter16,1/9/2016,16-Jan,Sebastian,1,5,L,0,0,0,T2,T2: Winter16
491,Winter16,1/9/2016,16-Jan,Sebastian,1,6,L,0,0,0,T2,T2: Winter16
492,Winter16,1/9/2016,16-Jan,Sebastian,1,7,L,1,1,1,T2,T2: Winter16
493,Winter16,1/9/2016,16-Jan,Sebastian,1,8,L,1,1,1,T2,T2: Winter16
494,Winter16,1/9/2016,16-Jan,Sebastian,1,9,L,1,2,1,T2,T2: Winter16
495,Winter16,1/9/2016,16-Jan,Sebastian,1,10,L,1,0,0,T2,T2: Winter16
496,Winter16,1/9/2016,16-Jan,Sebastian,1,11,L,1,0,0,T2,T2: Winter16
497,Winter16,1/9/2016,16-Jan,Sebastian,1,12,L,1,1,1,T2,T2: Winter16
498,Winter16,1/9/2016,16-Jan,Sebastian,1,13,L,1,0,0,T2,T2: Winter16
499,Winter16,1/9/2016,16-Jan,Sebastian,1,14,L,1,3,1,T2,T2: Winter16
500,Winter16,1/9/2016,16-Jan,Sebastian,1,15,L,1,0,0,T2,T2: Winter16
501,Winter16,1/9/2016,16-Jan,Sebastian,1,16,L,1,1,1,T2,T2: Winter16
502,Winter16,1/9/2016,16-Jan,Sebastian,1,17,L,1,1,1,T2,T2: Winter16
503,Winter16,1/9/2016,16-Jan,Sebastian,1,18,L,0,0,0,T2,T2: Winter16
504,Winter16,1/9/2016,16-Jan,Sebastian,1,19,L,0,0,0,T2,T2: Winter16
505,Winter16,1/9/2016,16-Jan,Sebastian,1,20,L,0,0,0,T2,T2: Winter16
506,Winter16,1/9/2016,16-Jan,Sebastian,1,21,L,1,0,0,T2,T2: Winter16
507,Winter16,1/9/2016,16-Jan,Sebastian,1,22,L,1,0,0,T2,T2: Winter16
508,Winter16,1/9/2016,16-Jan,Sebastian,1,23,L,1,0,0,T2,T2: Winter16
509,Winter16,1/9/2016,16-Jan,Sebastian,1,24,L,1,1,1,T2,T2: Winter16
510,Winter16,1/9/2016,16-Jan,Sebastian,1,25,L,1,0,0,T2,T2: Winter16
511,Winter16,1/9/2016,16-Jan,Sebastian,1,26,L,1,0,0,T2,T2: Winter16
512,Winter16,1/9/2016,16-Jan,Sebastian,1,27,L,1,0,0,T2,T2: Winter16
513,Winter16,1/9/2016,16-Jan,Sebastian,1,28,L,1,0,0,T2,T2: Winter16
514,Winter16,1/9/2016,16-Jan,Sebastian,1,29,L,1,0,0,T2,T2: Winter16
515,Winter16,1/9/2016,16-Jan,Sebastian,1,30,L,1,2,1,T2,T2: Winter16
516,Winter16,1/9/2016,16-Jan,Sebastian,1,31,L,1,1,1,T2,T2: Winter16
517,Winter16,1/9/2016,16-Jan,Sebastian,1,32,L,1,0,0,T2,T2: Winter16
518,Winter16,1/9/2016,16-Jan,Sebastian,1,33,L,1,0,0,T2,T2: Winter16
519,Winter16,1/9/2016,16-Jan,Sebastian,1,34,L,1,0,0,T2,T2: Winter16
520,Winter16,1/9/2016,16-Jan,Sebastian,1,35,L,1,0,0,T2,T2: Winter16
521,Winter16,1/9/2016,16-Jan,Sebastian,1,36,L,1,4,1,T2,T2: Winter16
522,Winter16,1/9/2016,16-Jan,Sebastian,1,37,L,1,1,1,T2,T2: Winter16
523,Winter16,1/9/2016,16-Jan,Sebastian,1,38,L,0,0,0,T2,T2: Winter16
524,Winter16,1/9/2016,16-Jan,Sebastian,1,39,L,0,0,0,T2,T2: Winter16
525,Winter16,1/9/2016,16-Jan,Sebastian,1,40,L,0,0,0,T2,T2: Winter16
526,Winter16,1/10/2016,16-Jan,CK4,1,0,L,0,0,0,T2,T2: Winter16
527,Winter16,1/10/2016,16-Jan,CK4,1,1,L,0,0,0,T2,T2: Winter16
528,Winter16,1/10/2016,16-Jan,CK4,1,2,L,0,0,0,T2,T2: Winter16
529,Winter16,1/10/2016,16-Jan,CK4,1,3,L,1,2,1,T2,T2: Winter16
530,Winter16,1/10/2016,16-Jan,CK4,1,4,L,0,0,0,T2,T2: Winter16
531,Winter16,1/10/2016,16-Jan,CK4,1,5,L,0,0,0,T2,T2: Winter16
532,Winter16,1/10/2016,16-Jan,CK4,1,6,L,0,0,0,T2,T2: Winter16
533,Winter16,1/10/2016,16-Jan,CK4,1,7,L,0,0,0,T2,T2: Winter16
534,Winter16,1/10/2016,16-Jan,CK4,1,8,L,1,0,0,T2,T2: Winter16
535,Winter16,1/10/2016,16-Jan,CK4,1,9,L,1,3,1,T2,T2: Winter16
536,Winter16,1/10/2016,16-Jan,CK4,1,10,L,1,6,1,T2,T2: Winter16
537,Winter16,1/10/2016,16-Jan,CK4,1,11,L,1,0,0,T2,T2: Winter16
538,Winter16,1/10/2016,16-Jan,CK4,1,12,L,1,2,1,T2,T2: Winter16
539,Winter16,1/10/2016,16-Jan,CK4,1,13,L,1,3,1,T2,T2: Winter16
540,Winter16,1/10/2016,16-Jan,CK4,1,14,L,1,1,1,T2,T2: Winter16
541,Winter16,1/10/2016,16-Jan,CK4,1,15,L,1,2,1,T2,T2: Winter16
542,Winter16,1/10/2016,16-Jan,CK4,1,16,L,1,4,1,T2,T2: Winter16
543,Winter16,1/10/2016,16-Jan,CK4,1,17,L,1,1,1,T2,T2: Winter16
544,Winter16,1/10/2016,16-Jan,CK4,1,18,L,1,0,0,T2,T2: Winter16
545,Winter16,1/10/2016,16-Jan,CK4,1,19,L,1,2,1,T2,T2: Winter16
546,Winter16,1/10/2016,16-Jan,CK4,1,20,L,1,1,1,T2,T2: Winter16
547,Winter16,1/10/2016,16-Jan,CK4,1,21,L,1,1,1,T2,T2: Winter16
548,Winter16,1/10/2016,16-Jan,CK4,1,22,L,1,0,0,T2,T2: Winter16
549,Winter16,1/10/2016,16-Jan,CK4,1,23,L,1,0,0,T2,T2: Winter16
550,Winter16,1/10/2016,16-Jan,CK4,1,24,L,1,1,1,T2,T2: Winter16
551,Winter16,1/10/2016,16-Jan,CK4,1,25,L,1,0,0,T2,T2: Winter16
552,Winter16,1/10/2016,16-Jan,CK4,1,26,L,0,0,0,T2,T2: Winter16
553,Winter16,1/10/2016,16-Jan,CK4,1,27,L,1,0,0,T2,T2: Winter16
554,Winter16,1/10/2016,16-Jan,CK4,1,28,L,1,4,1,T2,T2: Winter16
555,Winter16,1/10/2016,16-Jan,CK4,1,29,L,1,1,1,T2,T2: Winter16
556,Winter16,1/10/2016,16-Jan,CK4,1,30,L,1,1,1,T2,T2: Winter16
557,Winter16,1/10/2016,16-Jan,CK4,1,31,L,1,2,1,T2,T2: Winter16
558,Winter16,1/10/2016,16-Jan,CK4,1,32,L,1,1,1,T2,T2: Winter16
559,Winter16,1/10/2016,16-Jan,CK4,1,33,L,1,2,1,T2,T2: Winter16
560,Winter16,1/10/2016,16-Jan,CK4,1,34,L,1,0,0,T2,T2: Winter16
561,Winter16,1/10/2016,16-Jan,CK4,1,35,L,1,0,0,T2,T2: Winter16
562,Winter16,1/10/2016,16-Jan,CK4,1,36,L,1,0,0,T2,T2: Winter16
563,Winter16,1/10/2016,16-Jan,CK4,1,37,L,1,0,0,T2,T2: Winter16
564,Winter16,1/10/2016,16-Jan,CK4,1,38,L,1,0,0,T2,T2: Winter16
565,Winter16,1/10/2016,16-Jan,CK4,1,39,L,1,0,0,T2,T2: Winter16
566,Winter16,1/10/2016,16-Jan,CK4,1,40,L,1,0,0,T2,T2: Winter16
567,Winter16,1/10/2016,16-Jan,CK4,1,41,L,1,0,0,T2,T2: Winter16
568,Winter16,1/10/2016,16-Jan,CK4,1,42,L,1,5,1,T2,T2: Winter16
569,Winter16,1/10/2016,16-Jan,CK4,1,43,L,1,0,0,T2,T2: Winter16
570,Winter16,1/10/2016,16-Jan,CK4,1,44,L,1,1,1,T2,T2: Winter16
571,Winter16,1/10/2016,16-Jan,CK4,1,45,L,1,0,0,T2,T2: Winter16
572,Winter16,1/?/2016,16-Jan,CK14,1,0,L,1,0,0,T2,T2: Winter16
573,Winter16,1/?/2016,16-Jan,CK14,1,1,L,1,0,0,T2,T2: Winter16
574,Winter16,1/?/2016,16-Jan,CK14,1,2,L,1,0,0,T2,T2: Winter16
575,Winter16,1/?/2016,16-Jan,CK14,1,3,L,1,13,1,T2,T2: Winter16
576,Winter16,1/?/2016,16-Jan,CK14,1,4,L,1,6,1,T2,T2: Winter16
577,Winter16,1/?/2016,16-Jan,CK14,1,5,L,1,4,1,T2,T2: Winter16
578,Winter16,1/?/2016,16-Jan,CK14,1,6,L,1,11,1,T2,T2: Winter16
579,Winter16,1/?/2016,16-Jan,CK14,1,7,L,1,12,1,T2,T2: Winter16
580,Winter16,1/?/2016,16-Jan,CK14,1,8,L,1,9,1,T2,T2: Winter16
581,Winter16,1/?/2016,16-Jan,CK14,1,9,L,1,6,1,T2,T2: Winter16
582,Winter16,1/?/2016,16-Jan,CK14,1,10,L,1,1,1,T2,T2: Winter16
583,Winter16,1/?/2016,16-Jan,CK14,1,11,L,1,2,1,T2,T2: Winter16
584,Winter16,1/?/2016,16-Jan,CK14,1,12,L,1,0,0,T2,T2: Winter16
585,Winter16,1/?/2016,16-Jan,CK14,1,13,L,0,0,0,T2,T2: Winter16
586,Winter16,1/?/2016,16-Jan,CK14,1,14,L,1,0,0,T2,T2: Winter16
